id,name,size,price,Allergy,Comment,Soya,Dairy,Gluten,Nuts
532,Muffin,S,2.50,Dairy,,false,false,false,false
533,Hot-water,S,2.50,Dairy,,true,false,true,true
534,Coffee,M,3.50,Gluten,,false,true,true,false
535,Muffin,M,3.50,Dairy,,false,false,true,false
536,Pastry,L,1.50,Nuts,,true,true,true,false
537,Hot-water,M,0.50,Gluten,,false,true,false,true
538,Tea,M,3.50,Dairy,,true,false,true,false
539,Cookie,M,2.50,Dairy,,false,true,false,true
540,Pastry,L,0.50,Nuts,,true,true,true,false
541,Muffin,L,3.50,Dairy,,true,false,false,true
542,Muffin,S,0.50,Soya,,true,true,false,true
543,Hot-water,L,4.00,None,,false,false,true,false
544,Cookie,L,2.50,Soya,,true,false,false,false
545,Cookie,S,1.00,Gluten,,true,false,false,true
546,Coffee,S,0.50,Nuts,,true,false,false,true
547,Muffin,M,0.50,Soya,,false,false,false,true
548,Pastry,M,4.00,Gluten,,false,true,false,true
549,Hot-water,M,4.00,Nuts,,false,false,true,true
550,Espresso,M,4.00,None,,false,true,true,true
551,Cookie,M,1.00,Gluten,,false,false,false,true
552,Muffin,L,1.50,Dairy,,false,false,true,true
553,Espresso,L,0.50,Gluten,,false,false,true,false
554,Muffin,L,3.0,Nuts,,true,false,true,false
555,Coffee,M,0.50,Nuts,,false,false,false,true
556,Coffee,L,3.50,Dairy,,true,true,false,false
557,Hot-water,S,0.50,Nuts,,true,false,true,true
558,Hot-water,S,2.50,Soya,,false,false,false,true
559,Muffin,M,1.50,Dairy,,false,false,true,false
560,Pastry,L,3.0,None,,false,true,true,true
561,Hot-water,S,0.50,Dairy,,false,true,true,false
562,Cookie,M,1.00,Gluten,,true,true,true,false
563,Muffin,S,4.00,Soya,,false,false,true,false
564,Coffee,L,1.50,Gluten,,false,false,false,false
565,Pastry,S,1.00,Gluten,,true,true,true,true
566,Pastry,M,1.50,None,,true,false,true,true
567,Pastry,L,0.50,Soya,,false,true,true,false
568,Hot-water,L,1.50,None,,true,false,true,false
569,Coffee,M,1.00,Dairy,,false,false,true,true
570,Tea,L,1.00,Nuts,,false,true,false,true
571,Espresso,M,2.50,None,,false,false,true,true
572,Coffee,L,4.00,None,,false,false,false,false
573,Coffee,S,1.00,Soya,,true,true,true,true
574,Coffee,L,1.50,Nuts,,false,true,false,true
575,Muffin,L,1.50,Soya,,true,false,false,true
576,Muffin,M,3.50,Nuts,,true,true,false,true
577,Cookie,L,4.00,Dairy,,true,false,true,false
578,Espresso,S,1.50,Nuts,,false,true,true,false
579,Cookie,L,0.50,Gluten,,false,false,false,false
580,Tea,L,4.00,Dairy,,false,false,false,true
581,Muffin,L,0.50,Dairy,,true,false,false,false
582,Coffee,S,4.00,Nuts,,true,true,false,true
583,Cookie,M,0.50,Gluten,,false,true,true,true
584,Pastry,M,3.50,Dairy,,true,true,false,false
585,Cookie,M,2.50,None,,false,true,false,true
586,Pastry,L,3.50,Gluten,,false,false,true,true
587,Muffin,M,0.50,Soya,,true,false,true,true
588,Espresso,L,2.50,Nuts,,false,true,true,false
589,Tea,L,2.50,None,,false,true,false,true
590,Muffin,M,1.50,Gluten,,true,true,false,true
591,Pastry,M,0.50,Gluten,,false,false,true,true
592,Cookie,S,3.50,Soya,,false,true,true,true
593,Cookie,L,1.50,Dairy,,false,true,false,false
594,Coffee,S,1.50,Nuts,,false,true,false,false
595,Muffin,M,2.50,Dairy,,false,false,false,true
596,Hot-water,M,1.00,Dairy,,true,true,true,true
597,Muffin,L,3.50,None,,false,false,true,false
598,Coffee,M,4.00,Gluten,,false,true,false,true
599,Espresso,M,0.50,None,,false,false,false,true
600,Hot-water,L,3.50,Dairy,,false,true,false,false
601,Muffin,M,1.50,None,,true,true,false,true
602,Hot-water,M,1.00,Gluten,,true,true,true,false
603,Espresso,M,0.50,Dairy,,false,false,false,false
604,Pastry,L,1.00,Gluten,,false,false,true,true
605,Muffin,M,1.00,Dairy,,false,false,false,true
606,Cookie,M,4.00,Nuts,,true,false,true,true
607,Tea,L,1.00,Dairy,,true,false,true,true
608,Coffee,L,2.50,Dairy,,true,false,true,false
609,Coffee,M,3.50,Gluten,,false,false,false,true
610,Cookie,M,2.50,Nuts,,true,false,false,false
611,Pastry,L,3.0,None,,false,false,true,false
612,Pastry,M,3.0,Dairy,,false,true,true,false
613,Tea,L,1.50,Nuts,,true,true,false,false
614,Cookie,M,1.50,Soya,,false,false,false,true
615,Tea,S,2.50,Nuts,,false,false,true,true
616,Muffin,M,1.00,Gluten,,true,false,false,true
617,Muffin,S,3.0,Gluten,,true,true,false,false
618,Muffin,M,3.0,None,,false,true,true,false
619,Hot-water,S,3.0,Gluten,,true,false,false,true
620,Cookie,S,3.0,Soya,,false,true,true,true
621,Pastry,S,1.00,Nuts,,true,false,false,true
622,Hot-water,S,0.50,Nuts,,false,false,false,false
623,Muffin,M,3.0,Nuts,,true,false,true,true
624,Pastry,M,1.00,Dairy,,false,true,true,true
625,Cookie,M,1.50,Dairy,,true,false,false,true
626,Hot-water,M,2.50,Gluten,,true,false,false,false
627,Muffin,M,1.00,Dairy,,false,true,true,false
628,Tea,S,0.50,Dairy,,false,true,false,true
629,Muffin,S,1.00,Gluten,,true,false,false,false
630,Espresso,M,0.50,Dairy,,false,true,false,false
631,Cookie,M,1.00,Gluten,,false,true,false,false
632,Espresso,S,3.0,Nuts,,false,true,false,true
633,Muffin,M,3.50,Dairy,,true,false,true,true
634,Cookie,L,1.50,Dairy,,true,false,false,true
635,Espresso,L,3.0,Gluten,,false,false,true,false
636,Coffee,M,3.0,Dairy,,true,false,true,false
637,Cookie,M,1.50,Nuts,,false,false,true,true
638,Muffin,M,3.0,Gluten,,true,false,false,false
639,Tea,S,2.50,None,,false,true,true,true
640,Cookie,M,2.50,Nuts,,false,false,false,true
641,Coffee,S,4.00,Soya,,false,true,true,true
642,Muffin,S,1.00,None,,true,true,false,false
643,Coffee,M,3.0,Dairy,,false,true,true,false
644,Cookie,M,1.00,Gluten,,true,true,true,false
645,Hot-water,S,1.50,Dairy,,true,false,false,true
646,Muffin,S,4.00,None,,true,true,false,false
647,Pastry,S,2.50,Soya,,true,false,false,false
648,Espresso,M,2.50,Nuts,,true,true,true,false
649,Muffin,M,3.50,Soya,,false,true,false,false
650,Hot-water,L,0.50,Soya,,false,true,false,false
651,Cookie,M,3.50,None,,false,true,true,true
652,Hot-water,L,1.00,Dairy,,true,true,false,true
653,Cookie,S,2.50,Gluten,,false,false,false,false
654,Cookie,L,4.00,None,,false,true,true,true
655,Hot-water,S,3.0,None,,true,true,false,true
656,Espresso,S,3.0,Nuts,,false,true,false,false
657,Hot-water,S,1.50,Dairy,,false,true,true,false
658,Espresso,S,0.50,Gluten,,false,false,false,false
659,Coffee,S,0.50,Gluten,,true,false,true,false
660,Hot-water,L,3.50,Nuts,,true,false,false,true
661,Muffin,M,4.00,Nuts,,true,false,false,false
662,Espresso,M,1.00,Dairy,,true,false,false,false
663,Cookie,M,4.00,Dairy,,false,true,false,true
664,Tea,L,4.00,Nuts,,true,true,true,false
665,Coffee,S,3.0,Soya,,true,true,true,true
666,Muffin,M,4.00,Nuts,,false,true,false,true
667,Coffee,L,2.50,Nuts,,true,false,false,false
668,Coffee,L,4.00,Dairy,,false,true,true,false
669,Muffin,M,3.0,None,,true,false,false,true
670,Hot-water,L,3.50,Dairy,,true,true,true,false
671,Pastry,M,1.50,Dairy,,false,false,false,false
672,Muffin,L,3.50,Gluten,,false,true,false,false
673,Coffee,L,1.00,Dairy,,true,true,true,false
674,Cookie,M,0.50,Soya,,false,true,true,true
675,Coffee,M,4.00,Gluten,,false,false,false,true
676,Tea,L,0.50,Nuts,,false,true,true,false
677,Muffin,L,1.00,Gluten,,false,false,true,false
678,Pastry,M,1.50,Dairy,,true,false,true,true
679,Pastry,S,1.00,Dairy,,true,true,true,true
680,Cookie,S,3.50,Soya,,false,true,false,false
681,Cookie,L,1.00,None,,false,true,false,true
682,Coffee,M,0.50,Soya,,false,false,false,false
683,Hot-water,M,2.50,Dairy,,true,false,true,false
684,Muffin,L,4.00,Nuts,,false,false,false,true
685,Coffee,S,1.50,Gluten,,false,false,true,false
686,Hot-water,M,3.0,Dairy,,false,false,false,false
687,Muffin,M,1.50,None,,false,false,false,true
688,Coffee,M,1.50,Dairy,,false,false,true,true
689,Cookie,L,2.50,None,,false,false,true,true
690,Coffee,S,2.50,Gluten,,true,false,true,true
691,Espresso,S,0.50,Dairy,,false,false,false,true
692,Espresso,S,4.00,Nuts,,false,false,false,true
693,Espresso,S,3.0,Nuts,,true,false,false,true
694,Espresso,S,3.50,Nuts,,false,false,true,true
695,Hot-water,L,1.00,None,,false,false,true,true
696,Muffin,M,1.00,None,,true,true,false,true
697,Hot-water,L,3.50,Dairy,,true,false,true,false
698,Tea,L,3.50,Gluten,,true,true,true,false
699,Hot-water,S,3.50,Nuts,,true,false,false,false
700,Pastry,S,2.50,Gluten,,false,true,true,false
701,Cookie,M,4.00,Nuts,,false,true,true,true
702,Muffin,M,4.00,Nuts,,false,true,true,true
703,Hot-water,L,1.50,None,,false,true,false,false
704,Coffee,L,3.0,Dairy,,true,false,false,false
705,Espresso,L,4.00,None,,true,true,true,true
706,Tea,S,0.50,Dairy,,false,false,false,false
707,Pastry,M,3.50,Nuts,,false,false,true,true
708,Tea,S,3.50,Nuts,,true,true,false,false
709,Espresso,S,0.50,Gluten,,false,false,true,true
710,Cookie,L,1.00,Dairy,,true,false,false,false
711,Cookie,L,1.00,None,,true,true,false,false
712,Pastry,M,3.50,Nuts,,false,true,false,true
713,Hot-water,S,0.50,Gluten,,false,true,false,true
714,Tea,S,1.00,Dairy,,false,false,false,true
715,Pastry,L,3.50,None,,true,false,false,false
716,Cookie,S,4.00,Nuts,,false,false,true,true
717,Espresso,S,1.50,Nuts,,false,false,true,true
718,Tea,L,0.50,Dairy,,true,true,false,true
719,Muffin,S,1.50,Nuts,,true,false,true,true
720,Coffee,L,3.50,Gluten,,true,true,false,false
721,Hot-water,M,1.00,Nuts,,false,false,false,false
722,Tea,L,3.0,Gluten,,true,false,false,false
723,Coffee,L,1.50,Dairy,,false,false,false,false
724,Coffee,S,0.50,Dairy,,true,false,false,true
725,Espresso,M,0.50,Soya,,true,false,false,true
726,Cookie,L,3.0,Gluten,,false,true,true,true
727,Cookie,L,2.50,Soya,,false,false,false,true
728,Muffin,S,0.50,Nuts,,false,false,true,true
729,Pastry,L,4.00,Gluten,,false,false,false,true
730,Tea,L,1.50,Soya,,false,true,true,false
731,Pastry,M,0.50,Nuts,,true,false,false,true
732,Coffee,S,0.50,Dairy,,true,false,true,false
733,Tea,S,4.00,Dairy,,false,false,false,false
734,Tea,M,1.50,None,,false,true,false,false
735,Muffin,M,2.50,Nuts,,false,true,false,true
736,Coffee,S,0.50,Nuts,,true,false,false,true
737,Espresso,M,3.0,Nuts,,false,true,false,false
738,Hot-water,M,1.50,Nuts,,true,true,true,true
739,Espresso,L,1.00,Gluten,,true,false,true,true
740,Pastry,L,1.00,Soya,,true,true,false,true
741,Espresso,S,3.50,None,,false,false,true,true
742,Muffin,M,1.50,Gluten,,true,true,false,false
743,Cookie,S,1.50,Soya,,true,false,true,true
744,Tea,L,2.50,Nuts,,false,true,true,false
745,Coffee,S,3.50,Gluten,,false,false,false,true
746,Muffin,M,0.50,Dairy,,false,false,true,false
747,Muffin,S,4.00,None,,false,false,true,true
748,Espresso,L,3.50,Dairy,,true,false,false,true
749,Cookie,L,1.50,Soya,,false,true,false,true
750,Tea,S,1.00,None,,true,true,false,true
751,Cookie,M,1.00,Soya,,false,false,false,true
752,Cookie,S,1.00,Dairy,,true,false,false,true
753,Pastry,L,1.50,Gluten,,false,false,false,false
754,Cookie,M,2.50,Dairy,,true,false,false,false
755,Hot-water,M,3.0,None,,true,true,false,true
756,Coffee,L,4.00,Gluten,,false,true,true,true
757,Coffee,M,3.50,Soya,,true,true,false,false
758,Tea,S,2.50,Soya,,true,false,true,false
759,Pastry,S,3.0,Soya,,true,false,false,false
760,Espresso,S,1.50,None,,false,false,false,true
761,Pastry,L,1.50,Nuts,,true,true,true,false
762,Muffin,S,4.00,None,,false,true,true,false
763,Tea,M,4.00,Dairy,,false,false,true,true
764,Cookie,L,1.50,None,,true,true,false,false
765,Pastry,M,4.00,Dairy,,false,true,false,false
766,Coffee,S,2.50,Nuts,,false,false,true,false
767,Hot-water,S,1.00,Gluten,,false,true,true,true
768,Tea,M,3.50,None,,false,false,false,true
769,Espresso,M,0.50,None,,true,true,false,false
770,Espresso,L,4.00,Gluten,,false,false,false,false
771,Cookie,L,3.0,Dairy,,true,false,true,true
772,Hot-water,L,1.50,Nuts,,false,true,false,true
773,Hot-water,M,2.50,Dairy,,false,false,true,true
774,Pastry,S,0.50,Nuts,,false,true,false,false
775,Hot-water,L,1.00,Gluten,,false,true,false,true
776,Tea,L,1.50,Dairy,,true,false,false,true
777,Hot-water,L,3.50,Dairy,,true,true,false,false
778,Espresso,M,4.00,None,,false,false,false,true
779,Pastry,M,2.50,Nuts,,true,true,true,true
780,Espresso,M,1.50,Dairy,,true,true,false,true
781,Cookie,M,4.00,Gluten,,false,false,false,false
782,Pastry,L,0.50,Soya,,true,false,false,true
783,Cookie,M,2.50,Nuts,,true,true,false,false
784,Cookie,S,1.50,Gluten,,true,false,false,false
785,Hot-water,S,2.50,Nuts,,true,false,false,false
786,Coffee,S,4.00,None,,false,true,false,false
787,Cookie,M,3.50,Nuts,,true,false,false,false
788,Cookie,L,2.50,Soya,,false,false,false,false
789,Muffin,S,1.00,Dairy,,false,false,true,true
790,Muffin,S,2.50,Dairy,,false,false,true,true
791,Cookie,S,3.0,Soya,,false,false,true,false
792,Espresso,L,3.50,None,,false,true,false,false
793,Tea,L,1.00,Soya,,false,true,false,true
794,Espresso,S,0.50,Soya,,false,false,true,false
795,Coffee,L,3.0,Nuts,,true,true,false,true
796,Cookie,M,3.0,Gluten,,true,true,false,false
797,Hot-water,S,1.50,None,,true,false,true,true
798,Hot-water,M,4.00,Nuts,,false,false,false,true
799,Muffin,S,0.50,Dairy,,false,false,false,false
800,Coffee,S,1.50,None,,true,true,true,false
801,Coffee,M,0.50,None,,false,false,false,false
802,Cookie,L,3.50,Gluten,,false,false,true,true
803,Hot-water,L,1.00,Dairy,,false,false,true,true
804,Muffin,S,3.0,None,,false,true,false,true
805,Espresso,S,3.50,Gluten,,false,true,true,false
806,Hot-water,S,2.50,Gluten,,false,true,true,true
807,Hot-water,S,1.50,Soya,,false,true,false,false
808,Tea,M,0.50,Dairy,,false,true,true,true
809,Hot-water,S,2.50,None,,true,true,true,false
810,Muffin,S,0.50,None,,true,false,true,true
811,Pastry,S,2.50,Soya,,true,true,false,true
812,Coffee,M,3.50,Gluten,,true,true,true,false
813,Coffee,S,3.50,Dairy,,false,false,false,true
814,Pastry,L,1.00,Nuts,,true,false,false,true
815,Tea,S,1.50,Gluten,,false,false,false,false
816,Tea,L,3.0,Soya,,false,false,false,false
817,Cookie,M,0.50,None,,true,false,true,true
818,Espresso,S,3.0,Nuts,,true,false,false,false
819,Espresso,S,3.50,Gluten,,true,true,true,false
820,Cookie,M,2.50,None,,false,true,false,true
821,Espresso,M,1.50,Nuts,,false,true,true,true
822,Muffin,S,1.50,Nuts,,true,true,false,true
823,Coffee,S,1.00,None,,true,false,true,true
824,Espresso,M,1.50,Dairy,,false,false,true,true
825,Cookie,L,1.00,None,,false,false,false,true
826,Muffin,S,4.00,Dairy,,false,false,true,true
827,Cookie,M,4.00,Nuts,,false,true,false,true
828,Cookie,S,2.50,Nuts,,true,false,true,false
829,Muffin,L,4.00,Gluten,,false,true,false,true
830,Hot-water,L,4.00,None,,true,false,false,false
831,Pastry,L,3.50,Soya,,false,false,false,false
832,Coffee,S,2.50,Gluten,,false,true,true,false
833,Cookie,S,0.50,Soya,,false,true,false,false
834,Pastry,M,3.0,None,,false,false,true,false
835,Muffin,L,3.50,Gluten,,true,true,false,true
836,Coffee,S,2.50,None,,true,true,false,true
837,Muffin,L,0.50,None,,true,true,true,false
838,Hot-water,L,1.00,Nuts,,false,true,false,true
839,Coffee,M,2.50,Soya,,false,true,false,true
840,Muffin,M,4.00,None,,false,true,true,false
841,Tea,S,1.50,None,,false,true,true,true
842,Cookie,L,1.50,Gluten,,false,false,false,true
843,Pastry,L,1.00,Nuts,,true,false,true,true
844,Tea,L,1.00,Soya,,true,true,false,false
845,Espresso,S,0.50,Gluten,,true,true,false,true
846,Coffee,L,0.50,Dairy,,false,true,true,true
847,Pastry,L,2.50,Nuts,,false,false,true,false
848,Tea,M,3.0,Dairy,,true,true,true,true
849,Coffee,S,1.50,Nuts,,false,true,true,false
850,Hot-water,S,3.50,Dairy,,false,false,false,true
851,Hot-water,M,1.50,None,,false,false,false,false
852,Pastry,M,3.50,Gluten,,false,false,false,false
853,Tea,L,4.00,Dairy,,false,false,false,false
854,Hot-water,M,3.0,Soya,,true,true,false,true
855,Espresso,M,2.50,Dairy,,true,true,true,false
856,Coffee,L,0.50,Nuts,,true,true,false,false
857,Cookie,S,3.50,Nuts,,true,false,true,true
858,Coffee,L,4.00,Dairy,,true,false,false,false
859,Tea,S,3.0,Soya,,true,true,false,false
860,Coffee,M,1.00,Nuts,,true,false,false,false
861,Muffin,M,1.00,Soya,,false,true,true,false
862,Cookie,M,4.00,Nuts,,true,false,true,false
863,Espresso,M,1.50,Dairy,,false,false,false,false
864,Cookie,S,1.00,None,,false,false,true,true
865,Tea,S,0.50,Dairy,,true,true,true,false
866,Tea,S,0.50,Dairy,,false,false,false,true
867,Cookie,L,3.50,Dairy,,true,false,false,true
868,Pastry,M,1.00,None,,false,true,true,true
869,Coffee,M,4.00,None,,true,true,false,true
870,Coffee,L,4.00,None,,false,true,true,false
871,Coffee,S,0.50,None,,false,false,true,false
872,Hot-water,M,1.50,Dairy,,true,false,true,true
873,Tea,S,2.50,None,,true,true,true,false
874,Hot-water,M,3.0,None,,false,true,false,false
875,Coffee,S,2.50,Nuts,,false,true,true,true
876,Hot-water,S,1.50,Gluten,,true,false,true,true
877,Muffin,L,4.00,Nuts,,true,false,false,true
878,Tea,S,1.50,Dairy,,false,false,true,true
879,Espresso,S,3.0,Nuts,,true,false,true,false
880,Hot-water,S,1.00,Soya,,false,true,false,false
881,Espresso,M,0.50,None,,false,false,true,true
882,Muffin,L,3.0,Soya,,true,true,false,true
883,Pastry,M,3.50,Nuts,,false,true,false,false
884,Tea,S,2.50,None,,false,true,true,true
885,Pastry,L,4.00,Nuts,,false,false,false,false
886,Espresso,M,3.0,None,,false,true,true,true
887,Coffee,S,2.50,Gluten,,true,false,false,true
888,Tea,S,2.50,None,,false,false,true,true
889,Coffee,L,0.50,None,,true,false,true,false
890,Coffee,L,1.00,Dairy,,true,false,false,true
891,Espresso,S,4.00,Nuts,,false,true,false,true
892,Pastry,M,3.50,Soya,,true,false,true,true
893,Muffin,M,3.0,Dairy,,false,true,false,true
894,Pastry,M,4.00,Nuts,,true,false,true,true
895,Tea,S,1.00,Dairy,,true,true,true,false
896,Hot-water,S,2.50,Soya,,true,false,false,false
897,Hot-water,L,3.50,Soya,,false,true,true,false
898,Tea,L,1.50,Dairy,,true,true,false,true
899,Cookie,L,4.00,Dairy,,false,true,true,false
900,Muffin,M,2.50,Soya,,false,false,true,true
901,Pastry,L,1.00,Gluten,,true,true,true,false
902,Muffin,L,1.00,Nuts,,false,true,false,true
903,Coffee,M,3.50,Nuts,,true,false,false,false
904,Espresso,L,3.50,Gluten,,false,false,false,false
905,Espresso,L,3.0,Soya,,false,false,true,true
906,Coffee,S,1.50,Soya,,true,true,false,true
907,Tea,M,3.0,None,,true,false,true,false
908,Muffin,M,0.50,Gluten,,false,true,false,true
909,Muffin,L,2.50,None,,false,true,false,true
910,Espresso,M,1.00,None,,true,true,false,true
911,Hot-water,L,1.50,Soya,,true,false,false,true
912,Muffin,L,2.50,Soya,,false,true,true,false
913,Pastry,S,3.50,Nuts,,true,false,true,false
914,Cookie,L,1.00,Soya,,false,false,false,true
915,Cookie,L,1.50,None,,true,true,true,false
916,Espresso,S,0.50,Dairy,,true,true,false,false
917,Pastry,S,2.50,Nuts,,false,true,false,true
918,Muffin,L,2.50,Gluten,,false,false,false,false
919,Muffin,S,1.50,None,,false,true,false,false
920,Muffin,L,4.00,Dairy,,false,false,false,false
921,Coffee,L,2.50,Soya,,true,false,false,true
922,Tea,L,0.50,Gluten,,false,false,true,true
923,Tea,M,3.50,Soya,,false,false,false,false
924,Tea,S,1.50,Nuts,,true,false,false,true
925,Hot-water,M,4.00,Nuts,,false,true,true,false
926,Tea,S,4.00,Gluten,,false,true,true,true
927,Hot-water,L,1.50,Soya,,false,false,false,true
928,Muffin,M,3.50,Gluten,,true,true,false,false
929,Muffin,M,4.00,Dairy,,false,true,false,false
930,Tea,M,1.50,None,,false,true,true,false
931,Muffin,L,4.00,Soya,,false,true,true,false
932,Espresso,L,3.50,Dairy,,false,false,false,false
933,Muffin,S,1.00,Dairy,,false,false,false,true
934,Tea,S,1.00,Dairy,,true,true,true,false
935,Espresso,L,3.50,Gluten,,false,false,true,true
936,Cookie,L,1.00,None,,true,false,true,false
937,Coffee,L,3.50,Nuts,,false,true,false,false
938,Cookie,S,3.50,Gluten,,false,false,true,false
939,Espresso,M,2.50,Gluten,,false,false,true,false
940,Espresso,M,3.50,Gluten,,false,false,true,true
941,Hot-water,S,2.50,Nuts,,true,true,false,false
942,Cookie,L,4.00,Dairy,,false,true,false,false
943,Muffin,L,3.0,Nuts,,false,true,false,true
944,Cookie,M,3.50,Dairy,,false,true,true,true
945,Coffee,S,2.50,Soya,,false,false,false,false
946,Muffin,M,1.00,Nuts,,false,false,true,true
947,Coffee,M,3.50,Soya,,false,true,true,true
948,Cookie,M,3.0,Soya,,true,false,false,false
949,Cookie,S,0.50,Soya,,false,false,true,false
950,Pastry,L,1.50,None,,true,false,false,true
951,Espresso,S,4.00,Soya,,true,true,false,true
952,Pastry,S,3.50,Dairy,,false,false,true,false
953,Pastry,M,3.50,Gluten,,true,true,true,true
954,Coffee,L,2.50,None,,false,false,false,true
955,Hot-water,S,0.50,Dairy,,true,false,false,false
956,Pastry,L,2.50,Soya,,false,false,true,true
957,Muffin,S,4.00,Gluten,,true,false,true,true
958,Hot-water,L,1.50,Soya,,false,true,true,false
959,Cookie,S,2.50,Soya,,true,true,true,true
960,Cookie,M,3.0,Soya,,false,true,false,true
961,Coffee,L,3.50,Gluten,,false,true,false,false
962,Tea,M,3.50,None,,true,true,false,false
963,Pastry,S,3.0,Dairy,,false,false,true,true
964,Cookie,M,1.50,Gluten,,false,false,false,false
965,Tea,M,4.00,Dairy,,true,false,true,false
966,Muffin,L,1.00,Dairy,,false,false,false,true
967,Tea,L,1.50,Soya,,true,false,false,false
968,Tea,L,1.00,Nuts,,false,true,true,false
969,Hot-water,M,1.00,None,,false,false,true,false
970,Pastry,L,0.50,Soya,,false,false,false,true
971,Pastry,M,1.50,Dairy,,false,true,true,true
972,Cookie,M,0.50,None,,true,true,true,false
973,Espresso,L,4.00,Nuts,,false,true,true,false
974,Espresso,L,1.50,None,,false,true,false,true
975,Muffin,L,1.00,Soya,,true,true,true,false
976,Espresso,S,4.00,Soya,,false,true,true,false
977,Tea,M,4.00,Gluten,,false,false,false,false
978,Coffee,L,1.00,Soya,,true,false,false,true
979,Hot-water,S,3.50,Nuts,,true,false,false,false
980,Cookie,L,4.00,Nuts,,false,false,false,true
981,Espresso,L,0.50,Nuts,,false,false,true,false
982,Hot-water,M,4.00,None,,false,true,false,false
983,Espresso,S,4.00,Nuts,,false,true,false,false
984,Tea,S,2.50,None,,false,true,false,true
985,Pastry,M,4.00,Dairy,,true,true,false,false
986,Muffin,S,1.50,Dairy,,true,false,false,false
987,Hot-water,L,1.00,Soya,,true,false,true,true
988,Cookie,S,1.50,Soya,,false,true,false,true
989,Coffee,M,2.50,Dairy,,false,false,true,true
990,Coffee,S,1.00,Nuts,,false,false,false,false
991,Cookie,L,1.00,Nuts,,false,true,false,true
992,Tea,M,3.50,Dairy,,true,false,true,true
993,Tea,L,4.00,None,,true,false,false,true
994,Pastry,S,3.0,Gluten,,true,true,true,true
995,Tea,L,2.50,Soya,,true,false,true,false
996,Espresso,M,3.50,Nuts,,true,true,false,false
997,Muffin,L,3.0,Dairy,,true,true,false,false
998,Hot-water,S,1.00,Nuts,,true,false,false,false
999,Coffee,S,1.00,Dairy,,true,false,true,false
1000,Tea,L,1.00,Soya,,true,true,false,false
